ID,Date,Date - Clean,Content,ConvoID,Sender,Participants,Participant Count,Participants,Incomplete,ConvoEnd
625,2022-04-27 23:23:03 ( CDT ),44678.974340277775,Trying to figure out what to do with Twitter DMs . They should be end to end encrypted ( obv ) .
Dunno if better to have redundancy with Signal or integrate it .,7,Self,"Brian Acton, Self",,"Brian Acton, Self",,
