ID,Date,Date - Clean,Content,ConvoID,Sender,Participants,Participant Count,Participants,Incomplete,ConvoEnd
453,2022-04-22 11:37:48 ( CDT ),44673.48458333333,i have a twitter ceo candidate for you - bill gurley / benchmark . they were early investors as
well so know all the drama . want to meet him ?,4,BL Lee,"BL Lee, Self",,"BL Lee, Self",,
